tournamentName,tournamentDate,gameNumber,blackPlayerName,blackPlayerRank,whitePlayerName,whitePlayerRank,result,resultDetail,transcript,comment
Championnat de Coree,2014/01/01,1,Chung Jihoon,,Oh Joung-Mok,,A,,f5d6c3d3c4f4c5b3c2e6c6b4b6d2e3b5a5f6d1c7a3a4a6f3g3f2g4g5e2h3h4h5f1h2d8g2h6h7f7c8e7e8f8a2a1d7b8g6b2b7g7e1g1h1a7a8c1b1g8h8,
Championnat de Finlande,2014/01/01,1,Peiponen Janne,,Pihlajapuro Lari,,A,,f5d6c3d3c4f4f6g5e3f3g6e2h5c5g4d2f2g3h4f1d1h6h7b5b4e7a6b3f7f8e6a4b6a5d7a7e8d8c8b8c7g2g7h8g8b7a8c6a3e1a2b2b1h3h1g1h2a1c1c2,
Championnat de France,2014/01/01,1,Kashiwabara Takuji,,Juigner Arthur,,A,,f5f6e6f4e3d6g4d3c3d2c4f3f2f1e2e1d1c1c2b1g5h3h4g3e7e8h2b5b4h6g6c5d7b3f7c7c6f8d8b6g8c8b8g7g2h5a4a6h8h7a5a3a2a1b2a7b7a8g1h1,
Championnat de France,2014/01/01,2,Juigner Arthur,,Kashiwabara Takuji,,A,,f5d6c3d3c4f4f6f3e6e7c6g5d2d7f8e8f7g6d8c5e3e2g8b6g4h5h3c1f1d1e1g1f2b4h4h2h7g3a4a5a6b5c2b7c8a8a7b1b3c7g2h1b8h8b2h6g7a1a2a3,
Championnat de France,2014/01/01,3,Kashiwabara Takuji,,Juigner Arthur,,A,,f5d6c3d3c4f4c5b3c2b4e3e6c6f6a5a4b5a6d7c7e7e8b6d8g3f7g5d1c1b1g6d2a2f2g8g4b8a3a7h2h4f3f1h6e1g1g7c8f8e2b7h7h5h3b2a8g2a1h8h1,
Championnat de France,2014/01/01,4,Kashiwabara Takuji,,Juigner Arthur,,A,,f5d6c3d3c4f4c5b3c2b4e3e6c6f6a5a4b5a6d7c7e7e8b6d8g3f7g5d2d1e2g6g4f8a7b2b7a3h4h5a1a2e1g7c1b1f3a8f2b8c8g2f1h3h8g8h7h6h2h1g1,
Championnat de France,2014/01/01,5,Delaunay Arnaud,,Kashiwabara Takuji,,A,,f5d6c3d3c4f4e3f3e6f6g4g3g5h4h3e2h6h2e7c5f1b4d2f2c7d7c8c1d1e1c6g1b2b3b6g6a2b5a3a5c2a4a6f8d8e8g8f7g7a7a8b8h5b7h1g2b1h8h7a1,
Championnat de France,2014/01/01,6,Kashiwabara Takuji,,Levy-Abegnoli Thier,,A,,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4d3d2c3d6b3f1g3e1h3h2d1c1h5h6c2b5g6b4b2d7f7h7c8a1b1g2h1g1h8g7c7a2a3a4b6a5g8a6b7a7a8b8d8f8e8,
Championnat de France,2014/01/01,7,Andriani Bintsa,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6f3c3d3c4b4b3e6b5d7e8c8e7c7f6b6d8a5a4a6b8c2a7g7c1a2d2e2f1f7f2b2g3g4a1h3a3b1d1e1g2h2h8g6h7h6g5b7g8f8a8h4h5g1h1,
Championnat de France,2014/01/01,8,Kashiwabara Takuji,,Andriani Sandry,,A,,f5f6e6f4e3d6g4d3c3e2f3c4c5b4c6d2g5b5c7e7b6d7c2b3c1e1f1d1a5c8a4a3a2b2f7g6f8d8h5g3e8a6a1b1b8h6h4f2h3g2h2g7h8h1g1g8a7a8b7h7,
Championnat de France,2014/01/01,9,Lazard Emmanuel,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7g3c4e7f8g4c3e8d8f7g8b3g6b4g5b6f3c7h4h5h6h3h2f2b5c8b8g7a5a4e2f1c2a6b7d2e1c1d1g2h1g1b2a3a1b1a2a8a7h8h7,
Championnat de France,2014/01/01,10,Kashiwabara Takuji,,Juigner Felix,,A,,f5d6c3d3c4f4c5b3c2e3d2c6b4f3e6a4b5f7e2f2c7a5f6d7e7f1e1g5b6f8e8c8d8a6b7a7a8b8a3g6g7b1d1c1b2h6h8g8h7g4h3h5h4g3g1h1g2a1a2,
Championnat de France,2014/01/01,11,Benoit Serge,,Kashiwabara Takuji,,A,,f5d6c4g5e6f6e7d7c5e8f8g8d8c8f7c6f4g6h6h4h7g4g3h2g7b5f3h3a5e2f2f1b6c7g2h8e3h5e1h1b7b8g1d2c3d3a4a6a7b4a3b3c1d1a2b2a1b1c2,
Championnat de France,2014/01/01,12,Avy Jean-Pierre,,Kashiwabara Takuji,,A,,f5d6c3d3c4f4f6f3c5e6g4e3f7c6e7d7c8g3c7e8d8h4f8g5d2c2c1g6h6h5e2h7h2f2f1g7h8g8h3g2h1b7b6b2a1b1a8a6a7b8a5b5b4a2a3a4b3g1e1d1,
Championnat de France,2014/01/01,13,Bruiant Jacky,,Kashiwabara Takuji,,A,,f5d6c3d3c6f4e6f6f3e3g6c5e2e7g3d7b5c4g5g4d8f8d2f7h5h7b3h3g7f2e1f1g1e8g8h2g2c8b8c7b7h8h6a8a7h4h1b6a6a5b4a3c2d1,
Championnat de France,2014/01/01,14,Cluzon Gilles,,Kashiwabara Takuji,,A,,f5d6c5f4d3f6e6d7g4e3g5g6f7e7c6c7d2e8f3h4d8c8h6h5h3g7b7b8f8h8a8b6g8a7b5h7a6c2c3h2b1g3g2h1f2e1g1f1c1d1e2a1b2b3a3b4c4a5a4a2,
Championnat de France,2014/01/01,15,Juigner Arthur,,Delaunay Arnaud,,A,,f5d6c3d3c4f4c5b3c2e3d2c6f2e6b4a3f7f6a5b5b6a6a4f8g3c1c7c8g5g6d7e7h6f3d1e1g4b1b2f1g2h5e8e2d8a1a2h1g1h4h7h8b8g7h3h2g8a8a7b7,
Championnat de France,2014/01/01,16,Levy-Abegnoli Thier,,Juigner Arthur,,A,,f5d6c3d3c4f4c5b3c2b4c6d2e3e6c1b5b6d7a4a5a6a2e2f3a3a7f7e7g4h4d8f6c7g3e8f2h3f1h5e1g6d1g1g5h6g7b1g8f8h8h7h2g2h1b2a1c8b8b7a8,
Championnat de France,2014/01/01,17,Juigner Arthur,,Andriani Bintsa,,A,,f5d6c3d3c4f4f6b4f3e6e3g5g6g4h4h5h6g3h3c2c5d2e2f1e1d1f2c6b5a6a3a5b3f7b1b6a4c1g1a2f8g8h8h7g7h2h1g2e8e7c7b2d7d8c8b8b7a8a7a1,
Championnat de France,2014/01/01,18,Andriani Sandry,,Juigner Arthur,,A,,f5f6e6f4e3d6c5f3g5g6d7h5e7g4h3h4d3h2f7e8g7c3d2h8e2c2c4b5g3c6b3b4a4e1f1c1f2d1b1g8f8a5c8d8a3a2c7b6a7b7a6a8b8g1h1g2b2a1h6h7,
Championnat de France,2014/01/01,19,Lazard Emmanuel,,Juigner Arthur,,A,,f5f6e6f4e3d6g4d3c3h3c4g3g5g6e7f7h5f3h4h6c6c5e2f8c7b4d8e1d2d1a4b5c2e8c1c8a5d7b6b3f1a3b1b2a1a2g2h2g8h8h7h1f2g1b7a7a6a8b8g7,
Championnat de France,2014/01/01,20,Juigner Felix,,Juigner Arthur,,A,,f5d6c3d3c4f4c5b3c2b4c6d2e6b5e3f3e2g6g5f6g4f2g3f1f7h3e1c1g1h4a6f8h5h6a4e7d7d8a3b2d1h1e8b1c8b8g8h8h7g2h2c7b7a2b6g7a1a7a8a5,
Championnat de France,2014/01/01,21,Juigner Arthur,,Benoit Serge,,A,,f5f6e6f4g5e7e3g6f3d3d6e2f7h4f8d8c4c3h5b4h3h7g4c7e8c5c8f2c6d7b5a6g3b6a3a5f1g8e1b8b7g1g2d1d2c2h6a8h8g7h1h2b2a2a1b3a7b1c1a4,
Championnat de France,2014/01/01,22,Juigner Arthur,,Avy Jean-Pierre,,A,,f5d6c3d3c4f4f6f3e6c6c5e7f7b3e3b5b4a5a4a3e8f2d7c7b6g5d8b8c8f8a6a7h5g6h6h4h3g7h8h7g8h2g4g3f1e1b7g1a8e2h1d1d2c1c2b1b2a2a1g2,
Championnat de France,2014/01/01,23,Juigner Arthur,,Bruiant Jacky,,A,,f5f4e3f2e2f6d3c3c4e1f3d2c2g4g3h4c1b5d1b1g1c5b4a5b3a4a2b2b6d6a6a7a1f1a3h1b7c7a8b8g2h3c6c8e6e7g5h6d7g6f8d8e8f7g8g7h8h7h5h2,
Championnat de France,2014/01/01,24,Juigner Arthur,,Delgado Marie-Louis,,A,,f5d6c3d3c4b3c6e6c5f6e3e2f4g6f3g5d2d1f2b5e1g4g3f1b4h3a4a5a6c7b6a7a8c8b8b7d8d7e8f7g8a3e7h6h5f8h7a2g7g2g1h8b2c2b1h4c1a1h2h1,
Championnat de France,2014/01/01,25,Levy-Abegnoli Thier,,Delaunay Arnaud,,A,,f5d6c3d3c4f4c5b3c2e3d2c6b4a4b5b6a3e2d7e7c7c1d1e1a6a2f1g1b2e6a5a7f6f2g3f7f3e8c8g2b7a8b8g6h6g5h5h4g4d8h3a1b1g7h8h7h1h2g8f8,
