tournamentName,tournamentDate,gameNumber,blackPlayerName,blackPlayerRank,whitePlayerName,whitePlayerRank,result,resultDetail,transcript,comment
Australian National,2005/01/01,12,Ortiz Georges,,Duffy Norm,,A,,f5f6e6f4e3d3f3c5c4b4c3d6e7d7g4e2d2f2g3h3h5c1d1f1e1c2c8f7g6g5h4e8d8f8g8c7h2h7b8c6b6g7b2b5a6b3a3a2a4a5b7g2h8a8a7h6h1g1a1b1,
Australian National,2005/01/01,13,Low Gene,,Ortiz Georges,,A,,f5d6c4d3c3f4f6g5f3g6e6e3g4c5c7b4e2d7h5b3h6h4h3d2g3e7c6f7c8g7d8e8h8e1b5h7f2a6a5f1a4a3b6a7b7a8b8g2h1h2c2c1g1d1b1b2g8f8a2a1,
Australian National,2005/01/01,14,Ganeshkumar Ganesh,,Cairns Phil,,A,,f5d6c5f4f3e3d7c7e7c6b5b6b4e6c8e8f7f8a6a4f6c4d2e2a3a2d1b3f2e1f1c2c1d3b1g8c3g6h6g3a5a7d8b8g5g4h5h4h3b2b7a8g2g1h1h2a1g7h7,
Australian National,2005/01/01,15,Ortiz Georges,,Lindholt Jonas,,A,,f5d6c4d3c3f4c5b3c2e6c6b4b5d2f7a6e3f3e2g6g5d7e7f6g3b6a4a3a5d8f8c7c8e8h6h4h5g4h3f2f1e1d1g2h1c1b7a7a8b8g7h8a2b2b1a1h7g1h2g8,
Barcelona Open,2005/01/01,1,Martinez Oscar,,Muntane Genar,,A,,f5f6e6f4e3c5c4d3f3e2d2e7g4g5d7d6h5g3e8h6c7c6g6h4f7f8f1b4b3c3b6d8f2c8c2d1e1g1a4b5h2a6a5a3b2a1a2h7b8a8a7b7g2h1h3c1b1h8g7g8,
Barcelona Open,2005/01/01,2,Lozano Pedro,,Serrano Miguel Ange,,A,,f5d6c5f4e3c4e6c6d3f3d7g6b3d2e2e7g5c3b4b5c7a4f8f7f6h5f2e1g4c8h4d8c1d1f1h6h7e8c2h3h2g3b8a3b2g7a6a5h8g8g2a1b6a8b1a7b7g1h1a2,
Barcelona Open,2005/01/01,3,Budino Ricardo,,Balaguer Demian,,A,,f5d6c3d3c4f4f6f3e6e7f7c5b6b5e3f2e2g5g6h6e8d8c8g8g4h3f1d2g3e1d1h2c2b3a4b1b4a2c1g1c6c7b7a6d7a3a1b8f8a5h8g7a7g2a8h1b2h4h5h7,
Barcelona Open,2005/01/01,4,Saiz Ruben,,Cases Salvador,,A,,f5d6c3f3d3g5f6d2c4b3f4g4e3e6g6e2h5f7e8h4h3h6h7f8g8e7d7d8g7g3g2c8c7b6b7a6a7a8b5b4c5h2a4b8c6a5h8c2c1a3b2b1a1a2h1g1f1f2e1d1,
Barcelona Open,2005/01/01,5,Bautista Viktor,,Olive Oriol,,A,,f5d6c5f4d3f6d7e3f3c4c3c6b6b3a3b5a6a5a4b4g4d8g5g3h3h5e6d2c8g6e8e7e1c1e2f2c7c2h6b2a1f7h4a2f1b7a8a7b1d1b8g2f8g8h8g1h1h2h7g7,
Barcelona Open,2005/01/01,6,Garcia Fernando,,Lozano Pedro,,A,,f5f6e6f4e3c5c4d6d7d3f3c7e7f8g5d8f7g6c6e8h6g4h3d2c2g3d1b3b4b6c3c1e1e2b1h4f1h2b5f2g7b2h5h8h1h7g8a6a5a3a4g2g1a2a1a7b7a8b8c8,
Barcelona Open,2005/01/01,7,Madrona Mario,,Saiz Ruben,,A,,f5d6c4g5f6f4f3d3c3g6e3e6h5g3g4f2e2h6c5e1d2c6d1h4f1b5a6a4b6b4a5a3a2c2b3b1c1g1h2h3h7g7e7f7c7d8h8g8e8f8c8b7d7b8a8a7g2h1a1b2,
Barcelona Open,2005/01/01,8,Bautista Viktor,,Budino Ricardo,,A,,f5f6e6f4d3d6d7c5b4c4c3b5a6c6c7c8e8b8e7b6e3f3g5g3h3a3a4h6h5g6f7h4h7g4a7g8d8f8b3d2d1e2f2c2c1a2a1a5b7a8b2b1g7h8h2g2h1g1f1e1,
Barcelona Open,2005/01/01,9,Budino Ricardo,,Serrano Miguel Ange,,A,,f5d6c3d3c4f4f6g5g6e3e6c5h4b4e2f3c2e7g4f2g3f7f1h6b5a5c6b3h5d2c1d7a4a3a6a7b6c7h7g2b2h3d8f8c8e8g7h8g8b8h1a2b7e1d1a1h2g1b1a8,
Barcelona Open,2005/01/01,10,Saiz Ruben,,Martinez Oscar,,A,,f5d6c3f4f3e3d3g5f6e7f7g3g4e2c6c4c5g6e6c7h4h6d8f2d7e8h5h3c8b8g8b7b6a6g7b5b4a3a5c2f8h8h7b3a8a7c1d2a4b2a1a2b1d1g1g2e1f1h2h1,
Barcelona Open,2005/01/01,11,Balaguer Demian,,Garcia Fernando,,A,,f5d6c3d3c4f4f6g5e6c5e3f3g6e7e8f7f8g4h5e2b6b4f1d1b3d7a4c6d2f2h4c1g1a6g3h6h7d8g7b5a5c2a7a2b7c7c8h3b8a8e1a3h2h1g2h8b2g8b1a1,
Barcelona Open,2005/01/01,12,Bandres Jorge,,Madrona Mario,,A,,f5f6e6f4e3c5c4e7g4f3e2d3d2c3b6c2g5d6b3c6b4d1b5a5a3f1e8g6f7f2e1h4c1g3h5g2h3h2h1g1c7a6a4a2b2a7b7a8b8c8d7g8f8d8h7h6g7h8b1a1,
Barcelona Open,2005/01/01,13,de Graaf Jan C.,,Bautista Viktor,,A,,f5d6c3d3c4f3f4b5e3b3c6b6e2f1g3h3d2e1c1e6f6g4g5g6h5c2h4h6f2g2d1b1c5b4h1h2g1h7g7a1b2a2a4a3a5a6h8e7a7g8d8e8f7c8f8c7b7a8b8,
Barcelona Open,2005/01/01,14,Lozano Pedro,,Muntane Genar,,A,,f5f6e6f4e3d3f3c5c3e2d6c4d2g4b6e7b4c1f7c2g6g5e8b3d1e1h5h4h3g3h2h7f1f8g8g1f2d7a2c6c7a5b2c8b7d8a6a4b8b5a3a8a7h8g7h6b1a1h1g2,
Barcelona Open,2005/01/01,15,Olive Oriol,,Cases Salvador,,A,,f5d6c5f4e3c3e6b4f3g4c6c7b6g5f6a5c8c4a6d7h6b5e7f7f8g6h3e2a4b3d3d2g3f2a3c2c1h4h5d1g1b1f1e8d8e1a1a2b2g7h8g8h7a7a8b8b7g2h2h1,
Barcelona Open,2005/01/01,16,Martinez Oscar,,Serrano Miguel Ange,,A,,f5d6c5f4e3c6e6d3c2f3c3c4g5g4h3f2d2g3e2d1e1f1f6e7b4b5d8e8d7c8f7a4b3c7a6a5a3b6h2c1b2h5g1h1h4a1b1h6g6g2b8a2b7a7f8a8h7g7g8h8,
Barcelona Open,2005/01/01,17,Madrona Mario,,Budino Ricardo,,A,,f5f6e6f4g4e7f7g6g5h6f3d3h5c6e3f2c5b6e2f1c4h4b5f8c3d6d1h3g3h7c7a5d7e8c8h2b4a4b3d8g8g2a3e1d2c1g7b2a1c2b1a2h1h8g1b8a7a6b7a8,
Barcelona Open,2005/01/01,18,Balaguer Demian,,Olive Oriol,,A,,f5d6c3d3c4g6c5f4d7c7e3c6b5d8f3a5b6a6e6f6c8b8e7b4b3e8a3f2f8g8f7e2a4a2d2d1g5h4h6g4c2h5h3g3h7c1b2b1a1b7a7g7h8a8h2g2e1f1g1h1,
Barcelona Open,2005/01/01,19,Cases Salvador,,Lozano Pedro,,A,,f5f6e6f4c3e7f3e3f7c4d6g4c5g3e8b4a5c2b3a3h4b5c1d3d2a4a2e1b6c6c7h5h6g5g6f8h3d8d1f2f1e2g7d7c8b8g8h8b7h7a6a7a8a1b2b1g1g2h2h1,
Barcelona Open,2005/01/01,20,Serrano Miguel Ange,,Madrona Mario,,A,,f5d6c5f4e3c6d3f6e6d7e7c7b6a6d8c8f7f3c4f8b8e2g5c2g4b5b4c3b3a3f2g6a4a5b7a8e1h5h4h3h6h7d2g3g2e8a7h1h2g7c1g1h8g8f1d1b1a1b2a2,
Barcelona Open,2005/01/01,21,Saiz Ruben,,Muntane Genar,,A,,f5f6e6f4f3c5c6e3g5e7d7d6g6h5d8e8f8h6g4f7g3h4h3h2e2f2c3d3b4c8b8c7c4a4b5e1g8a5a6a7b6d2d1c1g2c2g1h1f1b7g7h8a8h7a3b3a2b2b1a1,
Barcelona Open,2005/01/01,22,Olive Oriol,,Martinez Oscar,,A,,f5d6c3f4e6f3e3d2c4c5d3c6e2d1g4f2f1f6c2b4a5a3b5g5g3b6h6e1b3c1b1h4h3h5g6a2f7e7e8d8c8g8a6d7c7g2b2h2h1g1f8b8b7a1a4g7h7h8a7a8,
Barcelona Open,2005/01/01,23,Budino Ricardo,,Garcia Fernando,,A,,f5d6c3d3c4f4f6g5g6e3d2c5c6b5h5b4a6f7a5b6e8h4h3h6h7f3g4g3a7a3e7c1d1c2b1e2e6c7d7d8c8g8h2g7a4a8h8f8e1g2h1f2g1f1b2a1b3a2b7b8,
Barcelona Open,2005/01/01,24,Bandres Jorge,,Cases Salvador,,A,,f5f6e6f4e3f2d3d7g4c5e2f3c4b3b4g3g5d2e1d1c1c3g6c2f1h4b1a4h3h6b5b6c6h2a7d6a6c7a2g2h5b2h1a5g1a8d8c8a1e8h7e7f7f8a3b7b8g7g8h8,
Barcelona Open,2005/01/01,25,Lozano Pedro,,Bautista Viktor,,A,,f5d6c5f4e3c4e6d2d3c6b4a3b5c3f2a4f3f6c2c1b3e2e1g4g3h3b6f1g1a6a5d1b1g2h1h2h4g5g6h6h5b2h7c7c8d7d8e7f8e8g7f7g8h8a7b8b7a8a2a1,
Barcelona Open,2005/01/01,26,Serrano Miguel Ange,,Saiz Ruben,,A,,f5d6c5f4e3c6e6f6d7f3g5g4e7c8d8c7f2g3d3h6b6e8f7g6h5h4f8g8h3h2g7e1c4e2d2h7g1h8g2b3c3c1d1b8a3h1f1b7a7a5b5a8b1a6a4b4b2c2a2a1,
Barcelona Open,2005/01/01,27,Martinez Oscar,,Madrona Mario,,A,,f5f6e6f4e3c5c4e7g4g3g6h3d6g5e8d7f7c6f3f8c8d8g8h6b4b5a6c7b8a5h4h5b7e2f2b6e1a8a7h8a4a3b3b2a2a1b1c1h2h1g7h7g2c2c3d3d2f1g1d1,
Barcelona Open,2005/01/01,28,Muntane Genar,,Bandres Jorge,,A,,f5f6e6f4g6d6g4g5f3e3h5e7c5h3f7d7c6c7f8e8c8h4d8c4g3b5e2h6d3b6b3b4a6a4a3d2c3a5d1c2c1b2g7h8g8b1a1a2b7h7h2g2e1f2b8f1g1h1a7a8,
Barcelona Open,2005/01/01,29,Balaguer Demian,,Lozano Pedro,,A,,f5f6e6f4e3c5c6d6e7f3c7f7g6d7f8g5d3g4h5h4h3h6h7b6e8c8e2d2b5d8a6b4g3g8f2c4c3c2d1a4b7c1a5f1b1a8b3g2b8a7h8g7g1h1h2e1a3a2b2a1,
Barcelona Open,2005/01/01,30,Budino Ricardo,,Olive Oriol,,A,,f5d6c3d3c4f4c6f6d7e3d2c5e6b4b3e7a4b6b5a3a5a6f7g8g6h6c7f8g4h4e8d8f3g5h3e1h5h2b8e2g3f2c2d1f1g1b1b2a7c8h8a8h7b7h1g2c1g7a2a1,
Barcelona Open,2005/01/01,31,Cases Salvador,,Bautista Viktor,,A,,f5f6e6f4g3f3g6h3e3d7c4h6g4e2c8g5e1d6f7e8c6c5h4h5f8g8b4c7f2a4c3e7d3b6a3a2d8b8a6b5b7b3g2a8d2a7a5c2a1f1g1c1b2b1d1h7h8g7h2h1,
Barcelona Open,2005/01/01,32,Saiz Ruben,,Bandres Jorge,,A,,f5d6c3d3c4f4c5b5b4b3c2e3a3c6a4c1d2d1e2a5a6b6a7f1f3f6d7d8e7c7e6g6g4e8f8f7c8h4g3h3g8b7g5h5b2a2a1b1b8g7h8h7h6e1f2a8g1g2h2h1,
Barcelona Open,2005/01/01,33,Madrona Mario,,Garcia Fernando,,A,,f5d6c4d3c5f4e3c3e6d2g3g4h3b5f3b4c7f6f7g5h4f2f1g6e2f8c1e1h7h5c6g1d1b1b6c2a5d7e8d8a3c8b3a6h6a4a7g2e7b7a8b8g8g7h8h2h1b2a2a1,
Barcelona Open,2005/01/01,34,Lozano Pedro,,Martinez Oscar,,A,,f5d6c5f4e3c6d3f3e6f7g4c4b4b3e2d2c3a4c2f2e7f8b5g5c7f6g3a5f1c8a6b6h6d7b7h3h5h4h2e1c1g1g6g7a7a8d1b1b8d8h8h7a2a3b2a1g8e8g2h1,
Barcelona Open,2005/01/01,35,Cases Salvador,,Budino Ricardo,,A,,f5f6f7f4d3e3g4g3e6g5h5d6e2e7f3c5c6c7b5a4c8d7d8c4a6f8h3g6b6g8h7h6g7h8b7h4e8a5c3b4b8b3a8a3a7d2e1a2c2h2b2b1a1c1d1f2g2g1,
Barcelona Open,2005/01/01,36,Olive Oriol,,Muntane Genar,,A,,f5f6e6f4c3d7f7d6g5g4e7h5c6c5c4c7h3d3f3f8e3g6h7e8c8g3h2f2e1f1h4h1e2g2g7d2d1c2c1d8g1b8b7g8h8h6b1b2a8b5b6b4a5b3a1a4a6a2a3a7,
Barcelona Open,2005/01/01,37,Bautista Viktor,,Balaguer Demian,,A,,f5d6c5b6c4e3c7b4a3a4a5c6c3a7b5f4e2d7e6d2c8e1f3g3d3g5h3g4f2h4h5d8e8f7e7f6d1g6f1c1b1c2h6f8g8g7h8h7b3g2b8b7a8g1h1h2a6b2a1a2,
Barcelona Open,2005/01/01,38,Saiz Ruben,,Madrona Mario,,A,,f5f6e6f4f3c5c6d6e7d7c3b5g3f8e8d8c4e3d3g4h4d2b6b4e2c2d1b3a3a4c1a6c7f1e1b1g6g5f2f7c8b2g7h8g8h3h5b7a1a2a7b8a5g2h2h7h6h1g1a8,
Barcelona Open,2005/01/01,39,Martinez Oscar,,de Graaf Jan C.,,A,,f5f6e6f4e3c5g5d3d6g4c4h5f3c7d7c6e7e8d8b4f8d2g6e2h3g3h2c8b8h6f7g7g2f2f1h1h4g1e1g8h8h7c1d1b3c3a4b1b6a6a5b5a7a2b7a8a3c2b2a1,
Blitz de Cannes,2005/01/01,1,Tastet Marc,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f3d8c8b8e2b6e8f8f7f1d1g4c3g5g3f2b3b4a5h4g6g8h5h3h2e1g1g2b5a2a3a6a1a4b7a8a7h7d2h1h6c1g7h8b2c2b1,
Blitz de Cannes,2005/01/01,2,Kashiwabara Takuji,,Tastet Marc,,A,,f5d6c3d3c4f4c5b3c2e3d2c6b4a3g3g4b5f6a4b6a2d1f3c1a7e6h5f2e2f1e1g2e7h2h3h4g6g5h6c7d7a5a6b2d8f8e8c8f7b7a8b8h1g1g8h7g7h8b1a1,
Blitz de Cannes,2005/01/01,3,Tastet Marc,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f8b6b5a6a4g3f3g4d2c2b3c3f7c1e2a3a5d1e1b4g5h6h4h5f2h3g6f1b2h7g1a1g2g7a2h1h2b1h8b7a7a8b8c8d8e8g8,
Blitz de Cannes,2005/01/01,4,Kashiwabara Takuji,,Tastet Marc,,A,,f5d6c3d3c4f4c5b3c2e3d2c6b4a3g3g4b5g6f2e6a5e2f3f1f6a6a4b6e1d1c1b1g2f7g5h6h5b2a1a2g1h1h2h3h4f8g8h8g7h7e8e7d8d7c8c7b7a8a7b8,
Blitz de Cannes,2005/01/01,5,Tastet Marc,,Madrona Mario,,A,,f5f6e6f4g5e7f7h5g4g6e3h4f3d3h3h2e8c6c5c4c2g3c3d7d6c7b3b4a5a4b6b5a6a7b8c8d8c1a3a2d2g8h7g2f2f1b2a1b1d1e1e2h6h8b7f8h1g1g7a8,
Blitz de Cannes,2005/01/01,6,Tastet Marc,,Madrona Mario,,A,,f5f6e6f4g5e7d7g6g4d6f3h5c7c6f7h3h4d8c8f8b5b6e3d3c3a4c4c5a6b4a3a5b3g3f2f1e8b8g2e2b7g8g1d2e1d1c1c2b2a8a7b1a1a2h7h6g7h8h2h1,
Blitz de Cannes,2005/01/01,7,Tastet Marc,,Andriani Bintsa,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f3d8c8b8e2b6c2e8c3f7b5a4g8b4a6g6h6b3a2d2c1a5a3b7a8a7f8a1b2e1d1b1f1f2g1g2h2h1h3h4g3g4h5g5g7h7h8,
Blitz de Cannes,2005/01/01,8,Tastet Marc,,Andriani Bintsa,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f3d8c8b8e2b6c2e8c3f7b4a3a5b3b5d1a6d2e1f1f2g1b1g6g8a4a2g5b7g3g4h4h3h5h6a8a7a1g2b2f8g7h1h2h7h8c1,
Blitz de Cannes,2005/01/01,9,Andriani Bintsa,,Kashiwabara Takuji,,A,,f5d6c3d3c4f4f6f3e6e7d7g6g5f7f8h6h4g4d2d8e3c8g8c6g3f2h5h3g7e8f1e1d1e2g1h8h7g2c5b6b5a5a6a7h1h2c7a4b7a8b4a3b8c1b1b2a1c2b3a2,
Blitz de Cannes,2005/01/01,10,Kashiwabara Takuji,,Andriani Bintsa,,A,,f5d6c3d3c4f4e6f6e3c5c6b6c7b5e7f3d7b4b3c2a6a3a5f7e2f2a4d1d2c1f1e1b1a7b2f8e8b8c8d8g5g6h7g4h4h3h5h6h2a1a2g1a8b7g2h1g3h8g8g7,
Blitz de Cannes,2005/01/01,11,Kashiwabara Takuji,,Andriani Bintsa,,A,,f5d6c3d3c4f4c5b3c2e6c6b4b5d2a3c1d7g5e3f3f6e7e1b6c7f2f8a5f7a4a6e2a2b7g6b8a8e8c8a7d8a1h4b2g4g3h3h6f1g7d1g1b1h5h1h2g2g8h8h7,
Blitz de Cannes,2005/01/01,12,Kashiwabara Takuji,,Levy-Abegnoli Thier,,A,,f5f6e6f4c3d7g4f3g3e3f2c6d6c5e7d3c4b3b5f7b4e2g5g6c7f1c2a6a5a3a4b6f8e8d8h6h4h2g8c8b8b7g7c1b2b1d2h8h7h5h3g2a8a7a1a2d1e1g1h1,
Blitz de Cannes,2005/01/01,13,Kashiwabara Takuji,,Levy-Abegnoli Thier,,A,,f5f6e6f4g7f7e3c5c4e7b5d3c3e2f1b4f2d6f3d2c6e1b6c7g4g5d8a5g3d7h6h5e8c8h3g6h4a6c1d1b7h8b8f8g2a8a7h1g1h2h7g8c2b2a3a4b1a1b3a2,
Blitz de Cannes,2005/01/01,14,Kashiwabara Takuji,,Levy-Abegnoli Thier,,A,,f5f6e6f4g7c6f3e7c3d3e3d2c2e2c5d6c4g6f1e1d1b5d7g5b4g3a6c8c7h8f2b6a5a3b3a4a2b8h4b1c1g1f7b7g4h5h3h2h6h7g8f8a7b2d8e8a8a1h1g2,
Blitz de Cannes,2005/01/01,15,Kashiwabara Takuji,,Madrona Mario,,A,,f5f6e6f4e3c5c4d3f3e2c3g4c6d2f2c2f1e1g3d7c1g1h5b6b5d6g6g5h6h3h4h7c7a4d8b4f7e7d1b1g2b8e8h1h2g8h8f8g7c8a8b2b3b7a7a6a5a3a2,
Blitz de Cannes,2005/01/01,16,Kashiwabara Takuji,,Madrona Mario,,A,,f5f6e6f4e3c5c4e7c6e2f3d3c3d2e1c1f2g4g3f1d1h3g6g5h4h5h6b4b3b6a4c7b5d6h2a5d7c2f8e8b2d8f7a6g2g8b8c8h8g7a7h7g1h1b7a1a2b1a3a8,
Blitz de Cannes,2005/01/01,17,Kashiwabara Takuji,,Margarit Eric,,A,,f5f6e6f4f3c5c4e7g5d6b5e3g4d3d2g6e2b6c6a5f7h5c3d7c8d8e8f8g8h3b4f2h6a4h4h7g3c1d1h2b3f1a3c7a6e1g2b7a7c2h1g1h8g7b2b1a2b8a8a1,
Blitz de Cannes,2005/01/01,18,Kashiwabara Takuji,,Margarit Eric,,A,,f5d6c5f4e3c6d3f6e6d7g3c4f7f3e7e8b3g4g6g5h5f8h4e2b5b6f2d2c3f1c1h3g7a5e1b4a4d1g1h8c2h7a6h6a7b2g2a3c7b1a1a2g8a8c8d8b8b7h2h1,
Blitz de Cannes,2005/01/01,19,Kashiwabara Takuji,,Margarit Eric,,A,,f5d6c3d3c4f4c5b3c2b4e3e2d2f3b6e6f6g5g4c6d1h4b5f2a3a5a4a6g3e1f1h3g6f7h5h6a7c1b1b2c7d7b7c8e8e7f8d8b8g7g2g1h1h2g8h7h8a8a2a1,
Blitz de Cannes,2005/01/01,20,Kashiwabara Takuji,,Tastet Marc,,A,,f5d6c4d3c5b4d7f4e3f3c3d2b6c6e2e7c7e6f6f1b5d8c8f2a3g5b3a4f8b8a5a7c2c1g6h6f7g7a6a2e8g8g3h2h4h5h3g4g2b7a8g1h1e1d1h8h7a1b2b1,
Blitz de Cannes,2005/01/01,21,Levy-Abegnoli Thier,,Kashiwabara Takuji,,A,,f5d6c3d3c4f4c5b3c2e3d2c6b4a4b5b6a3e2d7e7c7c1d1e1f1g1b2f2g3h4f3e8d8g4g5c8f8g8a5f7h2h6g2a6a7h1h3a1e6a2b1g6f6h5g7b7b8a8h7h8,
Blitz de Cannes,2005/01/01,22,Levy-Abegnoli Thier,,Tastet Marc,,A,,f5d6c3d3c4f4c5b3d7c6b4a5a3f3e6g6g5h6a2e8e3a4a6f7f6b5c7e7g4h3g3b6d8c8a7f2h5h4f1g2g8f8b8d2d1g1e2e1c2c1h1h2h7b2a1b1b7a8g7h8,
Blitz de Cannes,2005/01/01,23,Madrona Mario,,Kashiwabara Takuji,,A,,f5d6c3d3c4f4f6f3e6e7d7g6d8c5c6c7c8f7g8b5b6b4a3a4e3a6b3f2g5e2c2h6g4d2e1f1c1h5h3h4h7e8f8a5b2b7g3g1a8b8h1a1a2h8a7h2g2d1b1g7,
Blitz de Cannes,2005/01/01,24,Madrona Mario,,Kashiwabara Takuji,,A,,f5f6e6f4e3d6c4f3g3f2g4e2d3d2c3g5g6h5h4h6c1h3e1b4b5b3f1g2c5c6b6a5a4a6a7a3a2d1d7e7c7g1h1h2f8d8h7g7g8h8c2b2a1b1c8f7e8b7a8b8,
Blitz de Cannes,2005/01/01,25,Margarit Eric,,Kashiwabara Takuji,,A,,f5d6c3f4f6f3e3c4d3e2e1d2b4e6c5c6d7b5b3b6d1c2a5c1b1a3a4a6b2f2g5g4h4e8c8e7c7g6d8b8f7h3h6g3h5f1g1g2a7b7h2h1a2a1a8f8g7h7g8h8,
Blitz de Cannes,2005/01/01,26,Margarit Eric,,Kashiwabara Takuji,,A,,f5f6e6f4g6c5g4h4e3g5f3g3c6f7h6e7h5h3h2d6d7b6c7c8c3d3c4d8b5a4a5b3b4a6e8a3b8g8d2d1b7e2c2f8h8c1f1h7g7h1a2a1b1b2e1f2g2a7a8g1,
Blitz de Cannes,2005/01/01,27,Tastet Marc,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7e7c3c4c7d8c8f7f8g3d2g4e8e2e1c2b1f3b6b5b3a3a4b4a2a6b2c1d1a1a5f2g6f1g2h7h4g1h5g7g5g8h8h6a7h1h2h3a8b7b8,
Blitz de Cannes,2005/01/01,28,Tastet Marc,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f3d8c8b8e2b6e8f8f7f1d1g4g3g5c3f2b3b4a5h4g6g8h5h6h2e1g1c2d2b2a1a3b5h3h7a2b1a4a6c1g2h1h8g7b7a7a8,
Blitz de Cannes,2005/01/01,29,Tastet Marc,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f8b6b5a6b3g3c3b4a4a5a7a2f7g5d2g6f2e2f1c1e1c2b7d8h4h2f3d1c8e8h3h5h6h7b1a8a3b8g4g8a1b2g7h8g2g1,
Blitz de Cannes,2005/01/01,30,Tastet Marc,,Kashiwabara Takuji,,A,,f5d6c5f4e3c6d3f6e6d7e7c7c4f8b6a5d8c8e8f7g3f3g4b5b7b4g5g6a7d2c3c2d1f2e2h5a6b3a3a4c1f1e1h4g1b2b1a1a2h2h3h1h7h6g8h8g7g2b8a8,
British Nationals,2005/01/01,1,Brightwell Graham,,Leader Imre,,A,,f5d6c3d3c4f4f6f3e6e7d7g6f8f7g5g4d2d8e3c8e8g8c7b6b7e2f1c5g3f2h4e1d1h3h2b4h5h6h7c1b1c2b3g2a4c6a6b5a5a8h1g1b8a7h8a1a3a2b2g7,
