tournamentName,tournamentDate,gameNumber,blackPlayerName,blackPlayerRank,whitePlayerName,whitePlayerRank,result,resultDetail,transcript,comment
British Nationals,2007/01/01,19,Beck David,,Hubbard Geoff,,A,,f5d6c5f4e3c6e6f7d7f6b5e2f3f2g5c3g4g3d3h3h4h6h5g6c7c2e7c4f8d8e8g8g7b4d2a5b6a6b7a8f1g1h1b8h2g2e1c1d1h8h7c8b1b2a2a1a3a4a7b3,
British Nationals,2007/01/01,20,Hand David,,Beck David,,A,,f5f6e6f4e3d6g4f3g3h4c5c3c7d7c4c6g6g5e7f7h6d3h5h7f8g7d2c2b5b6e2b3b4e1a3d1f1a5a6a4b7g1b1b2c1a1a2f2h3g2h8a8a7b8c8d8h1h2e8g8,
British Nationals,2007/01/01,21,Dyer Jeremy,,Beck David,,A,,f5f6e6f4e3d6g4f3g5d3f2h6c4c5c2d2c7c6e7c3h5g6f7h4h3h2g3d7c1e2d8f1e1h7b6f8b5e8g8b4a3a4a5b3g2d1a2b1b2a1g7a6a7h8b7a8b8c8g1,
British Nationals,2007/01/01,22,Beck David,,Barrass Iain,,A,,f5d6c5f4e3c6e6g5f6d7e7c7c4f3d8c8f7e2g4h5h3g3h2g6d2b5b4f8b8d3a5b6e8a8e1f2f1b7c3c2b3c1h6d1b1h7g2a6h4h1g1a1g7g8h8a2b2a3a4a7,
British Nationals,2007/01/01,23,Beck David,,Arnold Roy,,A,,f5f6e6f4e3c5g5d3d6e2g4g6f7h5h4e8f8c7d8d7h6f3b6b8c6e7b4a6b5a3c3d2c4a5c2b3c8g8g3d1b2h2b1a1c1e1a2f2h3h7a7a8b7g2h1g7a4g1h8f1,
British Nationals,2007/01/01,24,Hubbard Geoff,,Handel Michael,,A,,f5f6e6f4g5d6d7e7f3g6g4f7f8e8d8h3g3h4h6e3c6h5c4c5b4b3d3c3e2d2b5c2d1c1e1f1f2h7a3b6c7a4a5g1g8b8g7a7g2b7a8c8a6h8a2b2b1a1h2h1,
British Nationals,2007/01/01,25,Dyer Jeremy,,Handel Michael,,A,,f5f6e6f4e3c5c4e7c6e2f3g4g5g6d7d6e8b5b6f7f2d2e1f1g3c8d8f8g1c3d3d1c1b3a5h3a3b2b4c7a1a4a6a2h5b1h4h6g7h8b7a8b8a7g8c2h1g2h2h7,
British Nationals,2007/01/01,26,Handel Michael,,Pridmore Ben,,A,,f5d6c3d3c4f4f6f3e3g5c6e2g6c5d7b4b3b5c2e6f7d2d1e7g3h3f1e1e8h6c7f8a6a5a4b6a7d8c8b8g4f2h5a3a2h4g7h8g1h1c1b1h7g8h2g2b7a8b2a1,
British Nationals,2007/01/01,27,Barrass Iain,,Handel Michael,,A,,f5f6e6f4g5d6e7g6e3f7c3h5c6c5b6d8e8f8g4b5a4d3f3d7c7a6c4a5a7b4c8b8b3b2h7h6h4h3h2a2d2c2e2g3f2c1e1f1g7d1g2a3a1b1g8h8g1h1b7a8,
British Nationals,2007/01/01,28,Das Jeremy,,Handel Michael,,A,,f5f6e6f4e3c5c4e7c6e2f3f2g5g4g6d6h3d3f7f8d7c8g3h6d8e8c2b3c3d2f1h5h4e1d1c7a3h2g7g2h1g1h7b5a5b6a6b4a4a2a1b2b1c1g8h8b8a7a8b7,
British Nationals,2007/01/01,29,Hubbard Geoff,,Hand David,,A,,f5d6c3d3c4f4f6b4f3e6e3g5g6g4h4h5h6g3h3f7f8f2f1e2c2b3e1c1c5d1d2g1b5c6a3a6b2a4b1a1a2d7d8c8b8g7e7e8h7c7h8g8g2a8b7h1h2b6a5a7,
British Nationals,2007/01/01,30,Turner Alison,,Hubbard Geoff,,A,,f5d6c4d3c5f4e3f3g4g6d7c3f6e6f2g5e2h3e7f1b3d1g3d2h6c2h4h5h2f7e8a4c1b4e1b1b5g1a5a6b6a7a2c6c7b7g2h1g7c8d8f8g8a3a8b8b2a1h7h8,
British Nationals,2007/01/01,31,Barrass Iain,,Hubbard Geoff,,A,,f5d6c4d3c3f4e6b3e2c5c7e3d2f6f3c2g4d7f7e7c6g3g5f1e1b5f2d1e8c8b6h4a4h6b1d8f8g8b4a3a2a5a6g1g6h5b2c1h1g2h2h3g7a1h7a7b7h8b8a8,
British Nationals,2007/01/01,32,Hubbard Geoff,,Turner Ian,,A,,f5d6c3f4f6f3d3c4e3e2g4e6d2f2c2b3f1e1d1c1b1g5e7d7g3g6h6f8e8d8f7h5h4g8a4h2h3h7c7c5b4g2b6b5a6b8c6b7c8a8a7a5h8a3b2g1h1a2g7a1,
British Nationals,2007/01/01,33,Stanton Robert,,Hubbard Geoff,,A,,f5d6c5f4e3c6f3g6e6f6g5c3c4d3e2c2f7e7d2h5h4h3e8d7d8c8b6g4h7f8g3g8b4e1f1c1d1g1f2h2c7b8b7a8b5a7a6g2h1h6b2b1a1a5a4a3g7h8b3a2,
British Nationals,2007/01/01,34,Hand David,,Pridmore Ben,,A,,f5d6c3d3c4f4f6g5e6c5f3e3g4f7e7g6h6f8b6b4d7h5h4c8c7f2e2c6g3a6c2f1d1b3h7d2c1g2b5h3h1h2g7a5a3b1a1a2b2a4a7h8e1b7b8a8g8e8d8g1,
British Nationals,2007/01/01,35,Barrass Iain,,Hand David,,A,,f5d6c4d3c3f4e6b3e2c5c6f6g5e3g6d7g3f3f2c7d2e7c2c1a3d1b4b5f7a4a6a2e1f1b6h3g2h6h5h4g7g4h2a7a8h8h7g8b8b7c8d8e8h1g1a5a1f8b2b1,
British Nationals,2007/01/01,36,Hand David,,Turner Ian,,A,,f5d6c3d3c4f4f6f3e6e7d7g6d8f7d2c5c6c8b8c7e8b6b5f8g8a5e3b4a3a4b3b7h6f2e2g7g5g3g4h4h5h3h2f1d1e1g1b2a1a2c2g2a6a8a7h8h1h7b1c1,
British Nationals,2007/01/01,37,Stanton Robert,,Hand David,,A,,f5d6c5f4d3c4e3e6f3c3c6d2b4e2f7f6e7g6f2d7c1d1f1e1c2g5g4h3e8c8c7f8h6d8h5b8g7g8b7h4h2h8h7h1g1g2a7a8a6a5g3b6b1b2b5a4a3a2a1b3,
British Nationals,2007/01/01,38,Hand David,,Campbell Yvette,,A,,f5d6c3f3f4g3e6f6g5g4e3e2c5c6d3h6h4b5h5h3g6f7d2c1f2c2e7c4d1f8b1d7g7e1f1h8b4a4b3a3b6g2h7a7h1g1h2a1b7b8g8c7b2a2a6a5a8c8d8e8,
British Nationals,2007/01/01,39,Pridmore Ben,,Dyer Jeremy,,A,,f5f6e6f4e3d6g4d3c3h3c7c6g5e2c4c5d2b4h4f2e1d1c1g6f7h5d7f3b3g3h6a3c2h7a5a4a2e7b6d8c8f8b5a7e8b8g2b2a6a1b1g8b7a8g7h8h2g1f1h1,
British Nationals,2007/01/01,40,Turner Alison,,Dyer Jeremy,,A,,f5d6c6f4d3e3g4c5c4f3f6e6d2e2c7d7f7e7f1c2f2c3b3e1e8d1d8g1b1g3h3h5g5g6h7b2g2h4h6h1c1a1h2a4a3a2b5h8g7a6a5b4b6g8f8a7a8b7b8c8,
British Nationals,2007/01/01,41,Dyer Jeremy,,Das Jeremy,,A,,f5d6c3d3c4f4f6f3e6e7d7g6d8f7d2c5c6b4e3c2g8e8f8b5b6c8b8c7h6d1a4b3e2a3c1b1a5b2g3g4f1h5h4g5e1g1a1a2h1g7h8h7g2h2h3f2b7a8a7a6,
British Nationals,2007/01/01,42,Turner Kali,,Dyer Jeremy,,A,,f5d6c5f4e3c4d7e6f6b5d3c3b4e7d8c7c6d2g3b6e2f8e8c8d1a3a5f7a6b3b8a8g7g8b2h8g6b7a7a4a2a1h6h7h5h4h3g5g4c2h2c1b1e1,
British Nationals,2007/01/01,43,Pridmore Ben,,Turner Alison,,A,,f5d6c3d3c4f3f4b5b4g6e3d2c5c6e6g4e2a4a6f6a3e1a5b6g5h4f2g3h5h6h3b3h7c2f1g1a2g2c1d1h1b1a1b2h2g7h8e7a7b7a8d7c7b8c8d8e8f7f8g8,
British Nationals,2007/01/01,44,Turner Ian,,Pridmore Ben,,A,,f5d6c5f4e3c6d3f6e6d7g4g3g6g5h6h4f7f3e7c7c4e8f8d8h5h7f2g8h2f1b6g7c8e2e1d2g1a6c3d1h8h3b5h1g2a5b4a4a3a2c2b1c1b2b3b7a1a7a8b8,
British Nationals,2007/01/01,45,Campbell Yvette,,Pridmore Ben,,A,,f5d6c3d3c4f4e6f6e3c5c6b5g4g3g5h3a6b6c7h4a5d7h6f3d8b4b3e2d2f2e1h5h2c1c2a3f7f8g6f1d1a4g2c8b7e8e7a8a7b8b2b1a1a2g1h1g7h8h7g8,
British Nationals,2007/01/01,46,Pridmore Ben,,Calladine Robert,,A,,f5d6c3f4f6d3c4f3e3d2e2f2e6c6c5b5c2b4a4b3d1c1b1g7a3b2a2g6e1f1g1e7a5b6a1g2h1g4a6h2h3g3h4h5a7b7a8b8g5c7c8d8h6f7h8d7e8h7g8f8,
British Nationals,2007/01/01,47,Arnold Roy,,Turner Alison,,A,,f5d6c5f4e3c3d3c4e6b4d7d2d1e2c2f6f1f7f3c6b3a2a5a4b5c7b6c8e8e7g4g3f2h4h3h2h5h6g5g6g7c1e1g1a3a6d8g2g8h7h1b2b1f8h8b8b7a1a7a8,
British Nationals,2007/01/01,48,Calladine Robert,,Turner Alison,,A,,f5d6c5f6e6b4b5b6c4e3c6d3b3d7e7f3f4g6c7c3c2d2g5c1h6g4f2a4h5f7e8e2d1g3h4h3h2e1b2f1a2a3a5g7h7h8g8h1a1f8g1b1g2a6a7d8b7a8b8c8,
British Nationals,2007/01/01,49,Das Jeremy,,Barrass Iain,,A,,f5d6c3d3c4f4f6f3e3g5g4e2d2b4e6f2e1h5c7e7g6c5h3h4d7c6b3c1d1f1a4h2f8c2b2a5g3e8d8a1b6b5a6a2a3f7h7b8b1a7g8b7g2h1g1h6c8h8g7a8,
British Nationals,2007/01/01,50,Turner Ian,,Barrass Iain,,A,,f5d6c5f4e3c6d3f6e6d7g4c4g5c3b4d2e2a3b5b3a4h5c1c2c7a6a5e7b6c8d1f2f3f1e1h4g3b1b7g1g2b8b2h1d8e8f8g8f7g7h7h6a8a7h8g6h3h2a2a1,
British Nationals,2007/01/01,51,Barrass Iain,,Turner Tanith,,A,,f5f6e6f4g5h4e3d2e2d6e7f7d7f2f3g3g4c7h6h5h3h2g2h1g1f1e1g6g7c1c2d8e8d1c8d3h7c3c4b4c5b6b5a5a3g8b7h8b1c6b3f8a1b2a2a4a6a7b8a8,
British Nationals,2007/01/01,52,Turner Ian,,Das Jeremy,,A,,f5d6c5f4e3c6d3f6e6d7g4c4g5c3b4b3b5a4d2c2a3f2e2f1d1c1e1a5g3h3g6h6f3a2e7b2f7e8c8f8d8b8c7b6h4h5b7g2a6a8a7g7a1b1h1h2h7h8g8g1,
British Nationals,2007/01/01,53,Das Jeremy,,Stanton Robert,,A,,f5d6c3d3c4f4f6f3e3g5g4e2d2h3f1g3g6e6f2e7c5h6e8f8g8d7c7c6d8b8h5h4f7b5b4a4b3b6a3c2a7c1d1b7c8h8a8e1b1a6a5b2a2g2a1g7h7g1h2h1,
British Nationals,2007/01/01,54,Turner Kali,,Das Jeremy,,A,,f5d6c5f4d3f6d7e3f2c6b6c4c3b5b4b3a3a5a4a2g4c2c1d2d1e2f3e6e7h3h4h5g5a6b2f1e1b1e8d8a1c7a7f8g1f7b8b7a8g2c8g3h6g6h1h2g7h7g8h8,
British Nationals,2007/01/01,55,Calladine Robert,,Das Jeremy,,A,,f5f6e6f4g6c5g4g5f3e3d3g3d6c4h4h5h2c2c3h3h6c6b4f2e2d2b7b3f1e1d1c1b1a5b2b5a4a1b6g1a2a3a6a7g2a8b8c8c7d8d7e7f8e8h1g8h8h7g7f7,
British Nationals,2007/01/01,56,Turner Ian,,Calladine Robert,,A,,f5d6c5f4e3d3f3e2c4c3c6b6b5a6b4g5a5a4f2e6e1d2g4f1g1h5d1c2d7e7c1e8g3h3h4g2h6g6b1b2h2h1g7h7h8g8f6f7f8d8c8a2a1b8a3a7a8c7b7b3,
British Nationals,2007/01/01,57,Arnold Roy,,Turner Kali,,A,,f5d6c5f4e3c3d3f6e6c4f3c2d2c6d7f2g5e2d1h5e1f1g1g4h6e7h4h3h2g3e8f7c7d8c8b8a8g6b7a7a6g2h1c1b6b5a4a5f8a3b4b3a2g7b2a1b1h8g8h7,
British Nationals,2007/01/01,58,Arnold Roy,,Calladine Robert,,A,,f5d6c5f4e3c6d7c4d3f3g4g3g5f6g6e6e7e2f2e8c7g2f1h5c2d2h1g1c8g7h4f7d8h6f8e1h8g8h7h3c1d1b5b6a5a4a3b7b3b4c3a2h2a6a8b8a7b1a1b2,
British Nationals,2007/01/01,59,Stanton Robert,,Calladine Robert,,A,,f5d6c5f4e3c4e6f6d3c3b4b3c6c2f3d2e2g3b5a5b6a6f2e1c1d1f1b2g1g2b1a1a2a3a4g6h7d7e7h1c7h4h3h2g4g5h6h5h8g7f7f8g8e8d8c8b7b8a8a7,
British Nationals,2007/01/01,60,Campbell Yvette,,Calladine Robert,,A,,f5d6c3d3c4f4f6g5e3e2g4f3e6g3f2d7g6e7f1d2c5d1h6c6c7b5h3b2e1g1c1b1c2b4b3h4h5a3h2h7h8g2h1c8a1a2a4a5g7f7a6b6g8f8e8d8b8b7a7a8,
British Nationals,2007/01/01,61,Calladine Robert,,Turner Kali,,A,,f5f4e3d6f3g5e6f6e7f2c6c5g4c7b5a4d7c4d3e2h5g3b6a5d2c2g7h6e1d1c1c3b2b3b4a3g2h8b7a1a2a6h4h1f7a8a7b1h2b8h7h3c8d8g6g8e8f1f8g1,
British Regionals,2007/01/01,1,Pridmore Ben,,Marson Phil,,A,,f5d6c3d3c4f4e6b3c2e3d2b4e2f3g4f6c5g3f2g6g5b5h3c1a4d1e1a3a6c6b1h5a5a7b6c7h7f7d7h4c8e8d8b8e7f8h6f1g1b2g2h1h2g7b7a8h8g8a1a2,
British Regionals,2007/01/01,2,Marson Phil,,Beck David,,A,,f5d6c5f4e3c6d3f3e6f7e7f6d7d8f8c8g4e2g5g6b6e8b8b5e1h4c7h3c4c3a5b4g8a7a3b7b3a4a8a6c2d2f2g3d1g7h7f1g1c1b1b2h5g2h2h6h1h8a2a1,
British Regionals,2007/01/01,3,Hubbard Geoff,,Marson Phil,,A,,f5d6c3d3c4f4f6g5e6c5f3f7e7e3f8b5g4h4h3f2f1g6e2d8e8d7c8h2c7d2g3e1c2b3d1c6g1b1h6h5h1g2b4b6c1g8a1b8a2a3h7g7a5a4h8a6a7b2a8b7,
British Regionals,2007/01/01,4,Marson Phil,,Dyer Jeremy,,A,,f5d6c5f4e3c6d3f6e6d7g4c4g6c3f7g5h4h6h5f8h7d2e7f2c8d8c7b6a6f3g3h2b5e8g8b7b4a4c2a3b3a2f1e2a8b8a7h8h3a5h1c1e1g1d1g7g2a1b1b2,
British Regionals,2007/01/01,5,Marson Phil,,Arnold Roy,,A,,f5d6c5f4e3c6d3b5e6f3c4g5d7c7f6d8g6f7h5h4h3h6h7g4e7f2e8f8c3d2c2b4e2e1f1g1d1c1b3a4b6a5a3a2a7g2g3g7h8g8b7a6a1a8b1b2h1h2c8b8,
British Regionals,2007/01/01,6,Rowe Stephen,,Marson Phil,,A,,f5d6c3d3c4f4f6g5e6c5b6f3d2b5e3d7e7b4c8e8g6g4a4f7f8g8c6a6h5h4h3h6h7g3h2f2e2a5a7e1d1c1c2f1b3b1g2h1g1h8g7d8b7a8b8a3c7a1a2b2,
British Regionals,2007/01/01,7,Beck David,,Pridmore Ben,,A,,f5d6c3d3c4f4e6f6e3c5g5g3b6f3g4e2d2b5f2h3h5b3c6c7c2f1e1d1c1b1b4a3a4h6h7b2f7d7e7e8f8g6d8a5a6b8g8h4h2b7g2h1a7a8a1a2g1c8g7h8,
British Regionals,2007/01/01,8,Pridmore Ben,,Hubbard Geoff,,A,,f5d6c3d3c4f4c5b3c2b4e3e6b5f6d7c6c7b6a6a5a3e8a4f3a7b8e7c1c8d8d2d1g4f7g3e2g6g5g7b2f8h8g8h6a2f2a1h7f1e1b1h5h4h2h3g1g2h1a8b7,
British Regionals,2007/01/01,9,Dyer Jeremy,,Pridmore Ben,,A,,f5d6c3d3c4f4f6g5e3f3g4f7g3f2c6e2d7c5e6e7c7g6d2b6b5c1d1e1a6c2g1b4f8a5h4h6e8c8a3a4d8h5h3g8h7b8b3f1b1b2a1a2b7a7a8g2h8g7h2h1,
British Regionals,2007/01/01,10,Arnold Roy,,Pridmore Ben,,A,,f5d6c5f4e3c6e6g5f6f3c4b5g4f2c3d3b4a3a4a5a6a7e7b6d7c2d2c1d1e1e2f1g3c7h4h6h5h3b3g6f7c8d8a2b8g8b2a1b1e8b7a8f8h8h7g7g2h2h1g1,
British Regionals,2007/01/01,11,Pridmore Ben,,Rowe Stephen,,A,,f5d6c3d3c4f4e6b3c2b4c5d2d1e3a3a5g4b5f2c6a4a2e2f3d7c1b1e1f1f7f6e7g3c7b7h4a6a8a1b2b6h3g5g2h1a7d8b8h5h6c8e8g6g7h8f8h2g1g8h7,
